# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
356;Rechtsgrundlage gem. Polizeigesetz;Rechtsgrundlage gem. Polizeigesetz;ZIR;V1.4;20210813

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular;Kategorie
356_441;§ 20 POG RP;0;1;0;NULL;;Betreten und Durchsuchung von Wohnungen;;;;
356_442;§ 22 POG RP;0;1;0;NULL;;Sicherstellung;;;;
356_443;§ 23 POG RP;0;1;0;NULL;;Verwahrung;;;;
356_444;§ 24 POG RP;0;1;0;NULL;;Verwertung, Vernichtung;;;;
356_445;§ 26 POG RP;0;1;0;NULL;;Datenerhebung;;;;
356_446;§ 27 POG RP;0;1;0;NULL;;Datenerhebung durch den Einsatz technischer Mittel;;;;
356_447;§ 27a POG RP;0;1;0;NULL;;Mobile Bild- und Tonaufzeichnungsgeräte;;;;
356_448;§ 27b POG RP;0;1;0;NULL;;anlassbezogene Kennzeichenerfassung;;;;
356_449;§ 28 POG RP;0;1;0;NULL;;besondere Mittel der verdeckten Datenerhebung;;;;
356_45;§ 19 Abs. 3 HSOG;0;1;0;NULL;;DNA-Analyse;;;;
356_450;§ 29 POG RP;0;1;0;NULL;;Datenerhebung durch den verdeckten Einsatz technischer Mittel in oder aus Wohnungen;;;;
356_451;§ 30 POG RP;0;1;0;NULL;;Datenerhebung bei Notrufen, Aufzeichnung von Anrufen;;;;
356_452;§ 31 POG RP;0;1;0;NULL;;Datenerhebung durch den Einsatz technischer Mittel zur Überwachung und Aufzeichnung der Telekommunikation, Auskunft über die Telekommunikation;;;;
356_453;§ 31a POG RP;0;1;0;NULL;;Identifizierung und Lokalisierung von mobilen Telekommunikationsendgeräten;;;;
356_454;§ 31b POG RP;0;1;0;NULL;;Auskunft über Nutzungsdaten;;;;
356_455;§ 31c POG RP;0;1;0;NULL;;Datenerhebung durch den Einsatz technischer Mittel in informationstechnischen Systemen;;;;
356_456;§ 31d POG RP;0;1;0;NULL;;Unterbrechung oder Verhinderung der Telekommunikation;;;;
356_457;§ 31e POG RP;0;1;0;NULL;;Funkzellenabfrage;;;;
356_458;§ 31f POG RP;0;1;0;NULL;;Auskunft über Bestandsdaten;;;;
356_459;§ 32 POG RP;0;1;0;NULL;;polizeiliche Beobachtung;;;;
356_46;§ 30 HSOG;0;1;0;NULL;;Vorladung;;;;
356_460;§ 33 POG RP;0;1;0;NULL;;Speicherung und Nutzung von personenbezogenen Daten;;;;
356_461;§ 36 POG RP;0;1;0;NULL;;automatisiertes Übermittlungsverfahren, Datenverbund;;;;
356_462;§ 37 POG RP;0;1;0;NULL;;Datenabgleich;;;;
356_463;§ 38 POG RP;0;1;0;NULL;;besondere Formen des Datenabgleichs;;;;
356_464;§ 41 POG RP;0;1;0;NULL;;Errichtung von polizeilichen Dateien;;;;
356_465;§ 57 POG RP;0;1;0;NULL;;'Allgemeines; unmittelbarer Zwang';;;;
356_466;§ 61 POG RP;0;1;0;NULL;;Androhung unmittelbaren Zwanges;;;;
356_467;§ 62 POG RP;0;1;0;NULL;;Fesselung von Personen;;;;
356_468;§ 64 POG RP;0;1;0;NULL;;Schusswaffengebrauch gegen Personen;;;;
356_469;§ 65 POG RP;0;1;0;NULL;;Schusswaffengebrauch gegen Personen in einer Menschenmenge;;;;
356_47;§ 31 HSOG;0;1;0;NULL;;'Platzverweisung; Aufenthaltsverbot; Kontaktverbot';;;;
356_470;§ 66 POG RP;0;1;0;NULL;;besondere Waffen, Sprengmittel;;;;
356_471;§ 66a POG RP;0;1;0;NULL;;Anwendung unmittelbaren Zwanges durch weitere Gruppen von Vollzugsbeamten;;;;
356_472;§ 6 SPolG;0;1;0;NULL;;Inanspruchnahme nicht verantwortlicher Personen;;;;
356_473;§ 8 SPolG;0;1;0;NULL;;allgemeine Befugnisse;;;;
356_474;§ 9 SPolG;0;1;0;NULL;;Identitätsfeststellung und Prüfung von Berechtigungsscheinen;;;;
356_475;§ 9a SPolG;0;1;0;NULL;;lagebildabhängige Kontrollen, gezielte Kontrollen nach Ausschreibung im Schengener Informationssystem;;;;
356_476;§ 10 SPolG;0;1;0;NULL;;erkennungsdienstliche Maßnahmen;;;;
356_477;§ 10a SPolG;0;1;0;NULL;;Identitätsfeststellung durch DNA-Analyse;;2020-12-30;;
356_478;§ 11 SPolG;0;1;0;NULL;;Befragung, Vorladung;;;;
356_479;§ 12 SPolG;0;1;0;NULL;;Platzverweisung, Wohnungsverweisung, Aufenthaltsverbot;;;;
356_48;§ 32 HSOG;0;1;0;NULL;;Gewahrsam;;;;
356_480;§ 13 SPolG;0;1;0;NULL;;Gewahrsam;;;;
356_481;§ 17 SPolG;0;1;0;NULL;;Durchsuchen von Personen;;;;
356_482;§ 17a SPolG;0;1;0;NULL;;Untersuchen von Personen;;;;
356_483;§ 18 SPolG;0;1;0;NULL;;Durchsuchen von Sachen;;;;
356_484;§ 19 SPolG;0;1;0;NULL;;Betreten und Durchsuchen von Wohnungen;;;;
356_485;§ 21 SPolG;0;1;0;NULL;;Sicherstellung;;;;
356_486;§ 24 SPolG;0;1;0;NULL;;Herausgabe sichergestellter Sachen oder des Erlöses, Kosten;;;;
356_487;§ 25 SPolG;0;1;0;NULL;;Grundsätze polizeilicher Verarbeitung personenbezogener Daten;;2020-12-30;;
356_488;§ 26 SPolG;0;1;0;NULL;;Erhebung personenbezogener Daten;;2020-12-30;;
356_489;§ 27 SPolG;0;1;0;NULL;;Bild- und Tonaufzeichnungen;;2020-12-30;;
356_49;§ 36 HSOG;0;1;0;NULL;;Durchsuchung und Untersuchung von Personen;;;;
356_490;§ 28 SPolG;0;1;0;NULL;;besondere Formen der Erhebung personenbezogener Daten;;2020-12-30;;
356_491;§ 28a SPolG;0;1;0;NULL;;Erhebung personenbezogener Daten aus Wohnungen;;2020-12-30;;
356_492;§ 28b SPolG;0;1;0;NULL;;Überwachung und Aufzeichnung der Telekommunikation;;2020-12-30;;
356_493;§ 28c SPolG;0;1;0;NULL;;Erhebung von Telekommunikationsdaten;;2020-12-30;;
356_494;§ 29 SPolG;0;1;0;NULL;;Kontrollmeldungen;;2020-12-30;;
356_495;§ 30 SPolG;0;1;0;NULL;;Speicherung, Veränderung und Nutzung personenbezogener Daten;;2020-12-30;;
356_496;§ 33 SPolG;0;1;0;NULL;;Übermittlung personenbezogener Daten zwischen Polizeibehörden;;2020-12-30;;
356_497;§ 34 SPolG;0;1;0;NULL;;Übermittlung personenbezogener Daten an Behörden, öffentliche oder sonstige Stellen;;2020-12-30;;
356_498;§ 34a SPolG;0;1;0;NULL;;Verarbeitung personenbezogener Daten, die im Rahmen der polizeilichen und justiziellen Zusammenarbeit in Strafsachen zwischen den Mitgliedstaaten der Europäischen Union übermittelt worden sind;;2020-12-30;;
356_499;§ 36 SPolG;0;1;0;NULL;;Abgleich personenbezogener Daten;;2020-12-30;;
356_5;§ 38 Abs. 1 BKAG;0;1;0;NULL;;Generalklausel - Abwehr von Gefahren des internationalen Terrorismus;;;;4
356_50;§ 36 Abs. 5 HSOG;0;1;0;NULL;;körperliche Untersuchung von Personen;;;;
356_500;§ 37 SPolG;0;1;0;NULL;;besondere Formen des Abgleichs personenbezogener Daten;;2020-12-30;;
356_501;§ 41 SPolG;0;1;0;NULL;;Vollzugshilfe;;;;
356_502;§ 43 SPolG;0;1;0;NULL;;Vollzugshilfe bei Freiheitsentziehung;;;;
356_503;§ 45 SPolG;0;1;0;NULL;;Zwangsmittel;;;;
356_504;§ 46 SPolG;0;1;0;NULL;;Ersatzvornahme;;;;
356_505;§ 47 SPolG;0;1;0;NULL;;Zwangsgeld;;;;
356_506;§ 48 SPolG;0;1;0;NULL;;Ersatzzwangshaft;;;;
356_507;§ 49 SPolG;0;1;0;NULL;;unmittelbarer Zwang;;;;
356_508;§ 50 SPolG;0;1;0;NULL;;Androhung der Zwangsmittel;;;;
356_509;§ 52 SPolG;0;1;0;NULL;;Handeln auf Anordnung;;;;
356_51;§ 37 HSOG;0;1;0;NULL;;Durchsuchung von Sachen;;;;
356_510;§ 53 SPolG;0;1;0;NULL;;Hilfeleistung für Verletzte;;;;
356_511;§ 54 SPolG;0;1;0;NULL;;Androhung unmittelbaren Zwanges;;;;
356_512;§ 55 SPolG;0;1;0;NULL;;Fesselung von Personen;;;;
356_513;§ 57 SPolG;0;1;0;NULL;;Schusswaffengebrauch gegen Personen;;;;
356_514;§ 58 SPolG;0;1;0;NULL;;Sprengmittel;;;;
356_52;§ 38 HSOG;0;1;0;NULL;;Betreten und Durchsuchen von Wohnungen;;;;
356_524;§ 12 TH - PAG;0;1;0;NULL;;allgemeine Befugnisse;;;;
356_525;§ 13 TH - PAG;0;1;0;NULL;;Befragung, Auskunftspflicht;;;;
356_526;§ 14 TH - PAG;0;1;0;NULL;;Identitätsfeststellung;;;;
356_527;§ 15 TH - PAG;0;1;0;NULL;;Prüfung von Berechtigungsscheinen;;;;
356_528;§ 16 TH - PAG (bis 16.04.2018);0;1;0;NULL;;Erkennungsdienstliche Maßnahmen;;2018-04-16;;
356_529;§ 17 TH - PAG;0;1;0;NULL;;Vorladung;;;;
356_53;§ 40 HSOG;0;1;0;NULL;;Sicherstellung;;;;
356_530;§ 18 TH - PAG;0;1;0;NULL;;Platzverweisung, Wohnungsverweisung, Aufenthaltsverbot;;;;
356_531;§ 19 TH - PAG;0;1;0;NULL;;Gewahrsam;;;;
356_532;§ 20 TH - PAG;0;1;0;NULL;;richterliche Entscheidung;;;;
356_533;§ 21 TH - PAG;0;1;0;NULL;;Behandlung festgehaltener Personen;;;;
356_534;§ 22 TH - PAG;0;1;0;NULL;;Dauer der Freiheitsentziehung;;;;
356_535;§ 23 TH - PAG;0;1;0;NULL;;Durchsuchung von Personen;;;;
356_536;§ 24 TH - PAG;0;1;0;NULL;;Durchsuchung von Sachen;;;;
356_537;§ 25 TH - PAG;0;1;0;NULL;;Betreten und Durchsuchung von Wohnungen;;;;
356_538;§ 26 TH - PAG;0;1;0;NULL;;Verfahren bei der Durchsuchung von Wohnungen;;;;
356_539;§ 27 TH - PAG;0;1;0;NULL;;Sicherstellung;;;;
356_54;§ 41 HSOG;0;1;0;NULL;;Verwahrung;;;;
356_540;§ 28 TH - PAG;0;1;0;NULL;;Verwahrung;;;;
356_541;§ 29 TH - PAG;0;1;0;NULL;;Verwertung, Vernichtung;;;;
356_542;§ 30 TH - PAG;0;1;0;NULL;;Herausgabe sichergestellter Sachen oder des Erlöses, Kosten;;;;
356_543;§ 31 TH - PAG;0;1;0;NULL;;Grundsätze der Datenerhebung;;;;
356_544;§ 32 TH - PAG;0;1;0;NULL;;Datenerhebung;;;;
356_545;§ 33 TH - PAG;0;1;0;NULL;;Datenerhebung bei öffentlichen Veranstaltungen und Ansammlungen, an besonderen Orten, zur Eigensicherung sowie durch anlassbezogene automatisierte Kraftfahrzeugkennzeichenerkennung;;;;
356_546;§ 34 TH - PAG;0;1;0;NULL;;besondere Mittel der Datenerhebung;;;;
356_547;§ 34a TH - PAG;0;1;0;NULL;;Überwachung der Telekommunikation;;;;
356_548;§ 34b TH - PAG;0;1;0;NULL;;Erhebung von Telekommunikationsverkehrsdaten und Nutzungsdaten;;;;
356_549;§ 34c TH - PAG;0;1;0;NULL;;Identifizierung und Lokalisierung von Mobilfunkkarten und -endgeräten;;;;
356_55;§ 44 HSOG;0;1;0;NULL;;Vollzugshilfe;;;;
356_550;§ 34d TH - PAG;0;1;0;NULL;;Unterbrechung und Verhinderung von Telekommunikation;;;;
356_551;§ 34e TH - PAG;0;1;0;NULL;;Erhebung von Bestandsdaten;;;;
356_552;§ 35 TH - PAG;0;1;0;NULL;;Wohnraumüberwachung;;;;
356_553;§ 36 TH - PAG;0;1;0;NULL;;gemeinsame Verfahrensbestimmungen für Maßnahmen der verdeckten Datenerhebung;;;;
356_554;§ 37 TH - PAG;0;1;0;NULL;;Ausschreibung zur polizeilichen Beobachtung und zur gezielten Kontrolle;;;;
356_555;§ 38 TH - PAG;0;1;0;NULL;;allgemeine Regeln über die Dauer der Datenspeicherung;;;;
356_556;§ 39 TH - PAG;0;1;0;NULL;;Zweckbindung bei der Datenspeicherung, Datenveränderung und Datennutzung;;;;
356_557;§ 40 TH - PAG;0;1;0;NULL;;Speicherung, Veränderung und Nutzung von Daten;;;;
356_558;§ 41 TH - PAG;0;1;0;NULL;;Datenübermittlung;;;;
356_559;§ 41a TH - PAG;0;1;0;NULL;;Datenübermittlung zum Zwecke einer Zuverlässigkeitsüberprüfung;;;;
356_56;ZFdG;0;1;0;NULL;;Gesetz über das Zollkriminalamt und die Zollfahndungsämter;;;;
356_560;§ 41b TH - PAG;0;1;0;NULL;;Übermittlung personenbezogener Daten an Mitgliedstaaten der Europäischen Union aufgrund des Rahmenbeschlusses 2006/960/JI;;;;
356_561;§ 41c TH - PAG;0;1;0;NULL;;Verarbeitung von Daten, die im Rahmen der polizeilichen und justiziellen Zusammenarbeit in Strafsachen zwischen den Mitgliedstaaten der Europäischen Union übermittelt worden sind;;;;
356_562;§ 41d TH - PAG;0;1;0;NULL;;Übermittlung und Verarbeitung personenbezogener Daten an Mitgliedstaaten der Europäischen Union aufgrund des Ratsbeschlusses 2008/615/JI;;;;
356_563;§ 42 TH - PAG;0;1;0;NULL;;automatisiertes Abrufverfahren;;;;
356_564;§ 43 TH - PAG;0;1;0;NULL;;Datenabgleich;;;;
356_565;§ 44 TH - PAG;0;1;0;NULL;;Rasterfahndung;;;;
356_566;§ 45 TH - PAG;0;1;0;NULL;;Berichtigung, Löschung und Sperrung von Daten;;;;
356_567;§ 46 TH - PAG;0;1;0;NULL;;Errichtungsanordnung;;;;
356_568;§ 47 TH - PAG;0;1;0;NULL;;Auskunftsrecht;;;;
356_569;§ 48 TH - PAG;0;1;0;NULL;;Vollzugshilfe;;;;
356_57;§ 10 ZFdG;0;1;0;NULL;;Ausschreibung;;;;
356_570;§ 53 TH - PAG;0;1;0;NULL;;Ersatzvornahme;;;;
356_571;§ 56 TH - PAG;0;1;0;NULL;;unmittelbarer Zwang;;;;
356_572;§ 60 TH - PAG;0;1;0;NULL;;Handeln auf Anordnung;;;;
356_573;§ 62 TH - PAG;0;1;0;NULL;;Androhung unmittelbaren Zwanges;;;;
356_574;§ 63 TH - PAG;0;1;0;NULL;;Fesselung von Personen;;;;
356_575;§ 65 TH - PAG;0;1;0;NULL;;Schusswaffengebrauch gegen Personen;;;;
356_576;§ 66 TH - PAG;0;1;0;NULL;;Schusswaffengebrauch gegen Personen in einer Menschenmenge;;;;
356_577;SächsPolG;0;1;0;NULL;;Polizeigesetz des Freistaates Sachsen;;;;
356_578;LVwG SH;0;1;0;NULL;;allgemeines Verwaltungsgesetz für das Land Schleswig-Holstein (Landesverwaltungsgesetz - LVwG);;;;
356_579;SOG M-V;0;1;0;NULL;;Gesetz über die öffentliche Sicherheit und Ordnung in Mecklenburg-Vorpommern;;;;
356_58;§ 23a Alt. 2 ZFdG;0;1;0;NULL;;präventive Telekommunikationsüberwachung;;;;
356_580;§ 13 SOG M-V;0;1;0;NULL;;allgemeine Befugnisse;;;;
356_581;§ 27a Nr. 1 i.V.m. § 49 SOG M-V;0;1;0;NULL;;Anhalte- und Sichtkontrollen im öff. Verkehrsraum;;;;
356_582;§ 27a Nr. 2 SOG M-V;0;1;0;NULL;;Anhalte- und Sichtkontrollen im Grenzgebiet, in öff. Einrichtungen des internat. Verkehrs mit unmitt. Grenzbezug, Küstenmeer sowie inneren Gewässern;;;;
356_583;§ 28 Abs. 1 SOG M-V;0;1;0;NULL;;Befragung von Personen;;;;
356_584;§ 29 SOG M-V;0;1;0;NULL;;Identitätsfeststellung zur Gefahrenabwehr;;;;
356_585;§ 30 SOG M-V;0;1;0;NULL;;Prüfung von Berechtigungsscheinen;;;;
356_586;§ 31 Abs. 1, S. 1 SOG M-V;0;1;0;NULL;;erkennungsdienstliche Maßnahmen zur Identitätsfeststellung;;;;
356_587;§ 31 Abs. 1, S. 2 SOG M-V;0;1;0;NULL;;erkennungsdienstliche Maßnahmen zur Verhütung und Aufklärung von künftigen Straftaten;;;;
356_588;§ 32 Abs. 1 SOG M-V;0;1;0;NULL;;Bild- und Tonaufzeichnungen bei öffentlichen Veranstaltungen und Ansammlungen;;;;
356_589;§ 32 Abs. 3 SOG M-V;0;1;0;NULL;;Bild- und Tonaufzeichnungen öffentlich zugänglicher Plätze und Räume;;;;
356_59;§ 23a Alt. 1 ZFdG;0;1;0;NULL;;präventive Postüberwachung;;;;
356_590;§ 33 Abs. 2 SOG M-V;0;1;0;NULL;;Einsatz besonderer Mittel der Datenerhebung (Observation, verdeckte Bild- und Tonüberwachung /-aufzeichnung, VP, VE);;;;
356_591;§ 33 Abs. 4 SOG M-V;0;1;0;NULL;;Erhebung personenbezogener Daten in bzw. aus Wohnungen;;;;
356_592;§ 33 Abs. 5 SOG M-V;0;1;0;NULL;;Urkunden des verdeckten Ermittlers;;;;
356_593;§ 33 Abs. 6 SOG M-V;0;1;0;NULL;;Erhebung personenbezogener Daten aus Amts- oder Berufsgeheimnis;;;;
356_594;§ 35 Abs. 1 SOG M-V;0;1;0;NULL;;Ausschreibung zur polizeilichen Beobachtung;;;;
356_595;§ 50 SOG M-V;0;1;0;NULL;;Vorladung;;;;
356_596;§ 51 SOG M-V;0;1;0;NULL;;'Verfahren bei der Vorführung; Vorführung';;;;
356_597;§ 52 SOG M-V;0;1;0;NULL;;'Platzverweisung; Platzverweis';;;;
356_598;§ 53 Abs. 1 Nr. 2a SOG M-V;0;1;0;NULL;;Durchsuchung zum Schutz der Person;;;;
356_599;§ 53 Abs. 1 Nr. 2b SOG M-V;0;1;0;NULL;;Durchsuchung zur Eigensicherung;;;;
356_6;§ 39 Abs. 1 und 2 BKAG;0;1;0;NULL;;allgemeine Befugnisnorm zur Datenerhebung zur Abwehr von Gefahren des internationalen Terrorismus;;;;4
356_60;§§ 18, 28 ZFdG;0;1;0;NULL;;präventive längerfristige Observation;;;;
356_600;§ 53 Abs. 1 Nr. 3 SOG M-V;0;1;0;NULL;;Durchsuchung zur Identitätsfeststellung;;;;
356_601;§ 55 Abs. 1 Nr. 1 SOG M-V;0;1;0;NULL;;Gewahrsamnahme zum Schutz der Person;;;;
356_602;§ 55 Abs. 1 Nr. 2 SOG M-V;0;1;0;NULL;;Gewahrsamnahme zur Verhinderung von Straftaten;;;;
356_603;§ 55 Abs. 1 Nr. 3 SOG M-V;0;1;0;NULL;;Gewahrsamnahme zur Gewährleistung der öffentl. Sicherheit und Ordnung;;;;
356_604;§ 55 Abs. 1 Nr. 4 SOG M-V;0;1;0;NULL;;Gewahrsamnahme zum privaten Rechtsschutz;;;;
356_605;§ 55 Abs. 1 Nr. 5 SOG M-V;0;1;0;NULL;;Gewahrsamnahme zur Durchsetzung eines Platzverweises;;;;
356_606;§ 55 Abs. 2 SOG M-V;0;1;0;NULL;;Gewahrsamnahme von Minderjährigen und Betreuten;;;;
356_607;§ 55 Abs. 3 SOG M-V;0;1;0;NULL;;Gewahrsamnahme von entwichenen Strafgefangenen;;;;
356_608;§ 57 SOG M-V;0;1;0;NULL;;Durchsuchung von Sachen;;;;
356_609;§ 59 SOG M-V;0;1;0;NULL;;Betreten und Durchsuchung von Räumen;;;;
356_61;§§ 19, 29 ZFdG;0;1;0;NULL;;präventive Bildaufzeichnungen;;;;
356_610;§ 61 SOG M-V;0;1;0;NULL;;Sicherstellung von Sachen;;;;
356_611;§ 64 SOG M-V;0;1;0;NULL;;'Verwertung, Vernichtung; Verwertung und Vernichtung verwahrter Sachen';;;;
356_612;§ 65 SOG M-V;0;1;0;NULL;;'Verfahren bei der Wegnahme einer Person; Wegnahme von Personen';;;;
356_613;§ 66 SOG M-V;0;1;0;NULL;;'Verfahren bei der Zwangsräumung; Zwangsräumung';;;;
356_614;§ 67 SOG M-V;0;1;0;NULL;;'Übertragung des Eigentums; Eigentumsübertragung';;;;
356_615;§ 71 SOG M-V;0;1;0;NULL;;Inanspruchnahme des Nichtstörers;;;;
356_616;§ 72 SOG M-V;0;1;0;NULL;;Entschädigungsanspruch des Nichtstörers;;;;
356_617;§ 73 SOG M-V;0;1;0;NULL;;Entschädigungsanspruch des unbeteiligten Dritten;;;;
356_618;§ 78 SOG M-V;0;1;0;NULL;;Einschränkung von Grundrechten;;;;
356_619;§ 81 SOG M-V;0;1;0;NULL;;'sofortiger Vollzug; sofortiger Vollzug des Verwaltungszwangs bei Gefahr im Verzug';;;;
356_62;§§ 20, 30 ZFdG;0;1;0;NULL;;präventive Tonaufzeichnungen;;;;
356_620;§ 82a SOG M-V;0;1;0;NULL;;Vollzugshilfe;;;;
356_621;§ 82c SOG M-V;0;1;0;NULL;;Vollzugshilfe bei Freiheitsentziehung;;;;
356_622;§ 84 SOG M-V;0;1;0;NULL;;Vollzug gegen Rechtsnachfolger;;;;
356_623;§ 88 SOG M-V;0;1;0;NULL;;Zwangsgeld;;;;
356_624;§ 89 SOG M-V;0;1;0;NULL;;Ersatzvornahme;;;;
356_625;§ 90 SOG M-V;0;1;0;NULL;;unmittelbarer Zwang;;;;
356_626;§ 91 SOG M-V;0;1;0;NULL;;Ersatzzwangshaft;;;;
356_627;§ 92 SOG M-V;0;1;0;NULL;;Einstellung des Vollzugs;;;;
356_628;§ 93 SOG M-V;0;1;0;NULL;;Abgabe einer Erklärung;;;;
356_629;§ 106 SOG M-V;0;1;0;NULL;;Fesselung von Personen;;;;
356_63;§§ 21,31 ZFdG;0;1;0;NULL;;präventiver Einsatz von Privatpersonen;;;;
356_630;§ 109 SOG M-V;0;1;0;NULL;;Schusswaffengebrauch gegen Personen;;;;
356_631;§ 110 SOG M-V;0;1;0;NULL;;Schusswaffengebrauch gegen Personen in Menschenmenge;;;;
356_632;SOG LSA;0;1;0;NULL;;Gesetz über die öffentliche Sicherheit und Ordnung des Landes Sachsen-Anhalt;;;;
356_633;SOG;0;1;0;NULL;;Gesetz zum Schutz der öffentlichen Sicherheit und Ordnung;;;;
356_634;PolDVG;0;1;0;NULL;;Gesetz über die Datenverarbeitung der Polizei;;;;
356_635;§ 3 SOG;0;1;0;NULL;;Maßnahmen zur Gefahrenabwehr;;;;
356_636;§ 7 Abs. 1 SOG;0;1;0;NULL;;unmittelbare Ausführung;;;;
356_637;§ 11 Abs. 1 SOG;0;1;0;NULL;;Vorladung;;;;
356_638;§ 12 SOG;0;1;0;NULL;;Feststellung der Personalien;;;;
356_639;§ 12a SOG;0;1;0;NULL;;Platzverweisung;;;;
356_64;POG RP;0;1;0;NULL;;Polizei- und Ordnungsbehördengesetz Rheinland-Pfalz;;;;
356_640;§ 12b Abs. 1 SOG;0;1;0;NULL;;Betretungsverbot;;;;
356_641;§ 12b Abs. 2 SOG;0;1;0;NULL;;Aufenthaltsverbot;;;;
356_642;§ 12b Abs. 3 SOG;0;1;0;NULL;;Kontakt- und Näherungsverbot;;;;
356_643;§ 12c SOG;0;1;0;NULL;;polizeiliche Begleitung;;;;
356_644;§ 13 SOG;0;1;0;NULL;;Gewahrsam von Personen;;;;
356_645;§ 14 SOG;0;1;0;NULL;;Sicherstellung von Sachen;;;;
356_646;§ 15 Abs. 1, 2 SOG;0;1;0;NULL;;Durchsuchung von Personen;;;;
356_647;§ 15 Abs. 4 SOG;0;1;0;NULL;;Untersuchung von Personen;;;;
356_648;§ 15a SOG;0;1;0;NULL;;Durchsuchen von Sachen;;;;
356_649;§ 16 SOG;0;1;0;NULL;;Betreten und Durchsuchen von Wohnungen;;;;
356_65;SPolG;0;1;0;NULL;;Saarländisches Polizeigesetz;;;;
356_650;§ 18a SOG;0;1;0;NULL;;ärztliche Zwangsmaßnahmen;;;;
356_651;§ 23 SOG;0;1;0;NULL;;Fesselung von Personen;;;;
356_652;§ 25 SOG;0;1;0;NULL;;Schusswaffengebrauch gegen einzelne Personen;;;;
356_653;§ 26 SOG;0;1;0;NULL;;Schusswaffengebrauch gegen Personen in einer Menschenmenge;;;;
356_654;§ 30 SOG;0;1;0;NULL;;Amtshandlungen durch Bedienstete oder Kräfte des Bundes, der Länder, Kreise und Gemeinden;;;;
356_655;§ 30a SOG;0;1;0;NULL;;Amtshandlungen von Polizeivollzugsbeamten des Bundes und anderer Länder sowie von Bediensteten ausländischer Staaten;;;;
356_656;§ 30b SOG;0;1;0;NULL;;Amtshandlungen hamburgischer Polizeivollzugsbeamter außerhalb Hamburgs;;;;
356_657;§ 2 PolDVG;0;1;0;NULL;;Grundsätze der Datenerhebung;;2019-12-11;;
356_658;§ 3 Abs. 1 PolDVG;0;1;0;NULL;;Befragung;;2019-12-11;;
356_659;§ 3 Abs. 2 PolDVG;0;1;0;NULL;;Auskunftspflicht;;2019-12-11;;
356_66;PolG BW;0;1;0;NULL;;Polizeigesetz Baden-Württemberg;;;;
356_660;§ 4 PolDVG;0;1;0;NULL;;Identitätsfeststellung und Prüfung von Berechtigungsscheinen;;2019-12-11;;
356_661;§ 5 PolDVG;0;1;0;NULL;;Datenerhebung zur Vorbereitung auf die Hilfeleistung in Gefahrenfällen;;2019-12-11;;
356_662;§ 6 PolDVG;0;1;0;NULL;;Voraussetzungen der Datenerhebung;;2019-12-11;;
356_663;§ 6a PolDVG;0;1;0;NULL;;Datenerhebung bei Notrufen, Aufzeichnung von Anrufen;;2019-12-11;;
356_664;§ 7 PolDVG;0;1;0;NULL;;erkennungsdienstliche Maßnahmen;;2019-12-11;;
356_665;§ 8 PolDVG;0;1;0;NULL;;Datenerhebung im öffentlichen Raum und an besonders gefährdeten Objekten;;2019-12-11;;
356_666;§ 8a PolDVG;0;1;0;NULL;;Datenerhebung durch den Einsatz von automatischen Kennzeichenlesesystemen;;2019-12-11;;
356_667;§ 9 Abs. 1 PolDVG;0;1;0;NULL;;Datenerhebung durch Observation (langfristige Observation);;2019-12-11;;
356_668;§ 9 Abs. 4 PolDVG;0;1;0;NULL;;Datenerhebung durch Observation (kurzfristige Observation);;2019-12-11;;
356_669;§ 10 PolDVG;0;1;0;NULL;;Datenerhebung durch den verdeckten Einsatz technischer Mittel;;2019-12-11;;
356_67;§ 1 Abs. 1 PolG BW;0;1;0;NULL;;Allgemeinauftrag / Generalklausel;;;;
356_670;§ 10a PolDVG;0;1;0;NULL;;Datenerhebung durch den verdeckten Einsatz technischer Mittel in oder aus Wohnungen;;2019-12-11;;
356_671;§ 10b Abs. 1 PolDVG;0;1;0;NULL;;Datenerhebung durch Telekommunikationsüberwachung;;2019-12-11;;
356_672;§ 10b Abs. 2 PolDVG;0;1;0;NULL;;Eingriff in die Telekommunikation;;2019-12-11;;
356_673;§ 10c PolDVG;0;1;0;NULL;;Telekommunikationsüberwachung an informationstechnischen Systemen;;2019-12-11;;
356_674;§ 10d Abs. 1 PolDVG;0;1;0;NULL;;Verkehrsdatenerhebung;;2019-12-11;;
356_675;§ 10d Abs. 2 PolDVG;0;1;0;NULL;;Zielsuchlauf;;2019-12-11;;
356_676;§ 10d Abs. 3 Nr. 1 PolDVG;0;1;0;NULL;;Einsatz technischer Mittel zur Ermittlung von Geräte- und Kartennummern;;2019-12-11;;
356_677;§ 10d Abs. 3 Nr. 2 PolDVG;0;1;0;NULL;;Einsatz technischer Mittel zur Ermittlung von Standorten;;2019-12-11;;
356_678;§ 10f PolDVG;0;1;0;NULL;;Bestandsdatenerhebung;;2019-12-11;;
356_679;§ 11 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Datenerhebung durch den Einsatz von Personen, deren Zusammenarbeit mit der Polizei Dritten nicht bekannt ist;;2019-12-11;;
356_68;§ 1 Abs. 2 PolG BW;0;1;0;NULL;;Schutz privater Rechte;;;;
